A,$x_0$,w,$\sigma$(A),$\sigma$($x_0$),$\sigma$(w)
120393.57084209478,38445.753437356514,0.055276174192275346,7200.892795880003,0.003795211931291246,0.004815288172799627
428053.1389679978,38445.567245119884,0.058094402481061326,11514.650867629416,0.0011571290666803217,0.0016979476272263364
66851.91463627772,38445.30851135253,0.14999999999999997,3608.3208374405363,0.017836977468393078,0.03994859369563192
10212.50602985038,38444.91777648927,0.11931410168693315,10624.917761518502,0.1508169470764309,0.1953703908416495
16024.98713685698,38444.59797159833,0.14999999999999997,5703.182298640592,0.14892595369230763,0.09845540308118308
53172.01656786839,38328.15925894396,0.14304945423361246,2367.979294095006,0.00735615601976779,0.007356141360444868
68658.0914951673,38289.965163949,0.09278562010502914,2793.405446959091,0.004359068351032193,0.004359047742783372
43391.08857616459,38239.44445608043,0.14999999993616336,4526.748075006121,0.03679218389226872,0.025497078736176303
138254.15628272083,38239.25452412815,0.0400000000000129,7464.550758524736,0.0018943715417102374,0.0023173280742437114
30057.60781460456,38239.07644042968,0.14999999999999997,4428.247364414575,0.055255942339250574,0.03822910895195764
44743.88972258493,38164.27295369934,0.14999999999999997,2064.720814402564,0.00799259623662557,0.007992648158291949
33931.41363610531,38164.20132401534,0.14999999999999997,7754.500018509107,0.0908485614769622,0.049620957171556894
22750.66729605017,38091.523947326976,0.04315291635554114,3496.072985193405,0.007612902630779024,0.007700633435347126
28215.79042569021,37971.03248280354,0.10986742648676122,2353.6701390338962,0.010582607073170174,0.010582571990024195
19278.29304036513,37787.9798072861,0.07322393479079067,2765.8952204304683,0.012130864410485422,0.012130773923776652
20332.70868452199,37610.923170931164,0.04000000000000001,3960.4193349541197,0.009054198855132973,0.008968259849031872
27228.77271120548,37609.85146909133,0.040000000000003255,4357.794685365798,0.007307994802539765,0.007470238016496944
63831.807241105584,37574.264875438355,0.14999999999998653,2414.9745153288604,0.008261623743583985,0.009004556318539705
19618.610182617107,37573.84105031302,0.1029689366052714,2948.3940013477377,0.03121319801223976,0.04051720714922194
72014.35931763207,37573.626514794916,0.05687982250350746,5542.101370990013,0.005590125659968909,0.00506127666974702
62966.55310542622,37517.99896928667,0.06910688213868424,3274.3418617794637,0.004149610121515819,0.004149573143236923
31358.561552910713,37517.475523616886,0.07295522683928772,3186.809398115654,0.008561066914994562,0.008561003988242387
36238.42637626165,37479.46516256912,0.08760188735438963,2800.081360085004,0.007816019624498944,0.007815979920183957
24627.442380375604,37476.77188840849,0.11890814804553182,2284.4591613662265,0.012736376265764023,0.012736341163595115
31009.682565031795,37464.19427734139,0.04386257050729542,3655.1205015455043,0.005913436123479957,0.006024281736412292
42865.00065462196,37170.9358916422,0.08590702947638566,3807.9245259399777,0.00881221514815516,0.008812169352075115
95224.25826587598,37121.99887307716,0.09135559555134709,4073.3090376246887,0.004536240274575087,0.004574110010376066
98181.0436320115,37121.432967877794,0.14999999999999997,3187.737262991978,0.005622255255705285,0.005707114182908829
91909.70006431847,36990.005533877185,0.0783868241317365,3809.07221829611,0.0037752559253265263,0.00380557957209585
32644.23585986171,36989.501046583246,0.13814021765163348,2879.131623690433,0.014064328494712782,0.014294453322151582
35798.515817356914,36962.249568240855,0.14999999562383406,7870.325233923249,0.08239947959788303,0.06844843658791457
42301.045155535794,36961.77274474373,0.1499999996524548,63571.944896197405,0.4641374200233837,0.30357795664636844
31594.588447235357,36961.49321001956,0.11900163966611531,339081.6702307013,0.6482925201605113,0.6321338578895588
67608.39076320126,36961.19816279856,0.1499778257134411,110861.24771010791,0.2545614420032497,0.8989236047361584
80222.79517456409,36960.91214870595,0.103434466116398,247224.0260757209,0.15533283669027645,0.22660770184050422
53996.18806855754,36960.75158552573,0.054793686933680565,114493.18530451437,0.04069955997005178,0.050606291957193385
278444.31844468357,36960.47601928712,0.14999986568296317,8763.271550558937,0.011646161948656574,0.022977079831174817
1234667.7561584257,36960.18067002024,0.08444373354712077,64605.35832281893,0.002267123527102683,0.002766291263495877
275885.3650180759,36959.913079833575,0.14999997326126194,11965.213544717195,0.016641123390488212,0.04070731711491619
107263.10650325692,36959.48392638993,0.14999602330116327,13500.543945832851,0.04298661894979246,0.1006301662656365
58598.44850570643,36959.155978452574,0.1076379581367978,73103.16707725899,0.08610550334604847,0.10794150079302872
50791.140334072574,36958.852184028285,0.14986882083074315,12572.393656884202,0.14311994504980952,0.22303569322015948
17086.04487652003,36958.61653849518,0.04000005206974327,26227.025540530423,0.04897697727334577,0.05827664713812455
36335.29446182515,36958.38392214252,0.14279673131528528,9630.963551682798,0.07922856530333332,0.14679586369562944
15017.199297752994,36958.15985491217,0.04034501689204508,22382.03452338909,0.04883895252577263,0.06947361124012355
31225.93798966829,36957.887158851016,0.14671550705958905,7520.757451363363,0.05774754559829293,0.05848998218617727
95665.80613766244,36765.36325167574,0.09751610349951223,3647.155795924563,0.004335728350900138,0.0045276217961012066
57819.42709586844,36765.00004590279,0.07589051327448554,4109.581842295056,0.006363693104455998,0.006549980838934799
20322.868300123126,36403.94139050764,0.13242070443643122,2487.6483182352345,0.018716725114382705,0.018716685879563447
22333.58616370421,36363.58052978515,0.14999999999999997,2429.521109669467,0.01884183959698117,0.018841808837657736
50721.9166952237,36352.17485656739,0.14999999999999997,8964.066710439462,0.030594416395106294,0.03070964109828163
65856.6845765117,36351.98412170411,0.13243619858413724,9341.242153254581,0.030676226197283867,0.03945366684614567
168653.73503700687,36351.76434621172,0.04000000000000001,21098.01405583462,0.005240694848098745,0.00678699127369541
371483.1472465178,36351.60600813646,0.04999123866328044,14951.514407918854,0.0025825935280826104,0.003048477796825658
61671.399886513005,36351.27813110351,0.14999999999999997,8210.903543559372,0.025276131125238684,0.028215165223279787
227371.64974872116,36342.69550845056,0.12580657275783105,6762.426529806646,0.0045947666416465294,0.005051139914211485
30333.259322320577,36342.354032395284,0.06526365004860744,18717.33343750015,0.032182503447703424,0.039175314411997335
26725.867215040944,36342.113592529306,0.14999999999999997,6424.40701417038,0.10125400961895517,0.08768115506251943
64354.79549209793,36020.850145157536,0.04271187157125968,3517.6953846932233,0.0031514782164199775,0.0033899079479634106
97223.03871434108,36020.67533195697,0.0595933185773439,2999.2015557666537,0.002453532644545863,0.0026899633215334492
20535.803747208647,35941.37546584505,0.050572817013217974,2717.033678942766,0.007731245095726963,0.007720659362091432
163685.3647728755,35928.53589998038,0.09785914366676476,5725.3615726730095,0.005448423902292989,0.004938299284824789
27351.59381067583,35928.180520629874,0.14999999999999997,4214.080972538884,0.04275647283268658,0.04340821227698395
174557.48708982478,35880.7579636402,0.13143770212503855,2949.4675944039427,0.004097838405686086,0.004176065874012573
191304.90778624619,35880.44013101778,0.08398229719986233,10809.007868625757,0.004510914276644197,0.004661940593338429
38081.06581897713,35880.16301879882,0.14020624509543525,3254.938160792226,0.034161454688737374,0.0558390306069687
16248.083845033254,35879.841649277405,0.07515197872857012,5588.843586067462,0.034431989170330655,0.031513556950068675
19384.920225976257,35879.576130550304,0.04000000000000001,5141.241033189397,0.012551963907213146,0.012420197506651489
77838.99504545577,35852.843275829684,0.05185709698351278,2857.5368250481056,0.002444034981311141,0.002577175836083654
19803.119460003178,35852.64102193428,0.059341633847729634,2697.0703797220476,0.010188599898196161,0.01100678501408477
53760.3166007405,35840.58979717335,0.14999999999296493,7683.316678072789,0.0346597266268319,0.03560541848839418
214094.4419425988,35840.099432373056,0.14999999999999997,12819.47243724552,0.01439539481077811,0.011232951703081273
1294760.047874606,35839.98799829903,0.040000000000125324,20592.843582730355,0.0005921858452415574,0.0008544235715753213
84084.69794876476,35839.53649291991,0.14999999999999986,7750.445625837153,0.018512112603347543,0.020161691912646
12957.984457357034,35804.80028757339,0.1443270754665993,2725.5950818624465,0.07564333373146477,0.05215356619757938
50036.377879099244,35804.38451694434,0.1443050829182257,20018.493887492277,0.09833317089201501,0.06925932784294991
187244.63222882824,35804.27231746118,0.04608958836999609,11492.017739639927,0.0010742196431946433,0.002077860771935557
40868.500133677655,35804.076395251876,0.1499484930107491,21399.304880543114,0.11016422444539525,0.0429696244333946
21387.356151531596,35803.782784466894,0.041777002285624906,2947.1276223770765,0.006839359308253984,0.00796522766837669
44995.47313308393,35710.78730442202,0.06730421999223858,2248.4785908479566,0.00421660046981846,0.004620935432208039
22963.409221191952,35710.57867768013,0.048807569845373586,2585.374115373302,0.007153486516933074,0.007409874518965187
60209.42201181584,35666.30390279593,0.07297407228371146,2470.6558607961956,0.003465594491370648,0.0034755322049009425
53632.7937721136,35665.744026649736,0.1499999999999997,1725.816023771674,0.005570092148063806,0.005605871754926922
51460.51359970843,35644.50821714865,0.06296686583892816,2164.9813258156105,0.0038943183857557875,0.0042579273874524875
24942.294800741332,35644.3432747196,0.040000000000002506,2728.672556215789,0.006326031872697768,0.006779648957663187
45586.083857058664,35568.31888676061,0.08662811004721027,2066.648436612143,0.004534841083520295,0.004534930323300569
28341.20692558542,35567.79787901359,0.07741843210902344,2186.121186140223,0.0068955682837612085,0.0068956863007885345
65833.01477099887,35561.905151740226,0.06488134752102298,6625.268743777684,0.005449715138444407,0.006194268569671867
22841.546743672137,35561.620417829865,0.14999999999999997,2790.182707572509,0.04955227467565505,0.08255358511706797
67705.28465396777,35561.19737854005,0.14999999999999997,5964.147230272439,0.032116920207925524,0.035280512638339694
153128.06311282158,35561.092289673055,0.04000000000000001,8529.06437421991,0.001558644749120988,0.0023300505074509725
28455.36086769692,35560.777490234366,0.14999999999999997,3534.9584220382394,0.05442273927762592,0.06075167459993436
10429.977273610559,35560.303022264445,0.14999999999961988,2243.008768851834,0.06809651492275068,0.06251115067879542
66444.63738273598,35460.12631997179,0.06364774385771292,2419.1321373296787,0.002675801916422213,0.0026757876998739073
18129.10928354886,35433.04467386824,0.04359937732948814,2605.7956089643226,0.00716933597476756,0.007299668471860339
17630.212724716414,35418.36812379459,0.0784206507330663,2083.0338613071885,0.01069892753628779,0.010698867005394103
49105.17059715544,35336.12790461209,0.06777965560223068,2338.3610215807657,0.0037269661564629463,0.0037269342949711455
17623.099480119057,35186.251957828696,0.09985877936167191,2035.4446880349183,0.01331783558760136,0.013317789679131817
21762.998130369047,35032.54113872366,0.14999999999786442,1790.5131755156572,0.014250163620092331,0.014250142054335889
20615.54215308606,34790.96915748551,0.05396739157360023,3206.0728837193,0.009695264611211543,0.009686333081706503
32676.648382937838,34559.96976056865,0.04000000000000001,3724.941756163216,0.005112967721833613,0.005392519325075667
24724.521257259246,34538.369662834215,0.07294246535946271,2610.9647661056897,0.008894565587719705,0.008894510717936475
32434.565745575466,34533.86025377762,0.048272094420135615,3115.4378358597023,0.005370585065240722,0.0053359613739527014
19951.214974211838,34390.8782271633,0.04000000002946694,8379.913930205288,0.015196406630202578,0.02270514071753008
46725.516830481276,34390.609838867196,0.14999999999999997,3914.9365277594884,0.026765137988850937,0.044276038503975504
176614.4708346577,34390.37008725868,0.05629345899455072,13288.776998027712,0.003452136790985971,0.004135279025780382
187675.68069872615,34390.15952181402,0.0977896071658798,4475.899956935703,0.004422184935811174,0.006029948073470121
31398.636049296252,34389.76079711913,0.14999999999999997,3503.007381809639,0.02521956772623086,0.03394881707995213
16029.651143093835,34389.21205675558,0.14999999999999997,3309.820348157772,0.04089564902595772,0.043845181617666165
28083.45887946363,34239.440616002365,0.040000000001754014,4081.600406864584,0.0065460387091543564,0.006854921584093672
66231.75829315778,34131.05533139158,0.058369018883045395,4146.806879066269,0.005509224482158616,0.00575388006930699
88745.85525356521,34130.86687610888,0.05720113030907023,4176.675617691415,0.004075166493191174,0.004212639775901875
73315.38341628578,34129.511108334926,0.06365269933966272,3275.2889136976146,0.0032835436369149326,0.0032835218318430425
79672.46652154556,33941.73896778964,0.062027012586780284,3984.210605019409,0.0036503203651113768,0.0036818253000676687
63144.2718760045,33941.28474543255,0.14999999999999997,2587.320573558385,0.007109960316971634,0.007366164141292089
35690.03548766248,33890.76782569749,0.05042119295331956,3495.363594784376,0.005692884608087219,0.005712476183238357
24486.15860123177,33853.262093440346,0.04000000000006785,3515.008969789027,0.006866484013463844,0.006448099458176395
224074.4254907834,33791.25960298869,0.05354605518586557,12394.290601913435,0.0018956684659689055,0.0029947155101425474
46184.01406899813,33791.09174499511,0.14999999999999997,5155.063324074109,0.037073001181428145,0.02391892263451907
192100.45778270398,33768.30118300592,0.13103010520599362,4753.434348114,0.0037438643460854155,0.003743857446117259
86427.18242180815,33729.98020454308,0.08675196245594428,3155.2487180433923,0.0038119981312448813,0.004098400157580428
157099.82189215667,33729.68186449015,0.06899746540212147,3495.74294424711,0.0018895770653389076,0.001972034963924644
40564.90336584053,33729.588148682036,0.14999999999999997,3902.023211116336,0.045395199215871665,0.02832808693636829
26990.14144751657,33620.75045524766,0.04382249598078111,3088.9890374836596,0.005809611081689582,0.005775712673327592
47569.29188137547,33618.09614985165,0.07810732277721918,3097.8420125563116,0.0059444296791543874,0.006013057386897799
23771.564091062017,33617.614094034725,0.13800556534821512,2344.00391857126,0.01572660293141271,0.0161353025878103
24196.80605253762,33490.50532513902,0.05894821160851382,3021.840514907899,0.008500486651027431,0.008500973192816876
51558.37548544334,33482.11596551989,0.1290233164854172,2099.140523798654,0.006062023810353766,0.006097658150434093
58764.090666928634,33481.63833649192,0.05981144972692016,3078.720918566987,0.003626079190946193,0.003635035011265732
9725.451962584517,33073.39574755288,0.04541488361863184,4222.298809238701,0.016040619217156476,0.02224129265545919
14866.066554345893,33073.18585489115,0.14999999999999827,1603.231961593349,0.03506604262217212,0.031204581924291534
20680.934113582294,32977.57251796859,0.04000000000000001,2749.8570698102817,0.005960765933263221,0.006290902716594725
326127.0090706494,32959.98601884038,0.0481792732849764,5102.214506602137,0.0008672794565827658,0.0008737125227006198
15748.832894888568,32811.71374009524,0.040000000000000466,2913.1222978513933,0.00888727452606687,0.008273655981226416
29336.86659091445,32760.112860107427,0.14999999999999997,4523.834896236199,0.03450474137257553,0.03758350395669206
135288.72287759665,32759.737809215116,0.08835722326284973,5982.078205372963,0.005714302959179001,0.006961594300351677
22403.634073004618,32759.466760598447,0.06580611639115794,7731.529539552606,0.029849976468736085,0.03421025663026009
16652.152883384344,32759.15918579102,0.14999999999999997,4544.12092220906,0.06605997882524073,0.07086653207309736
22528.05792484762,32750.984210476206,0.14999999999999997,3111.038860786716,0.05513404969399877,0.03891044132236145
104342.40921543204,32750.673320859507,0.04000000000000001,7069.631205998769,0.0020237423925821446,0.002621494770101142
57661.43867296123,32750.58538208007,0.14999999999999997,5344.054483017236,0.028432351932821034,0.01600259407115519
14934.76532836925,32697.062073165165,0.05381264497923806,2622.574877673993,0.010908216245408902,0.010915536308358141
29496.648037782703,32598.74091655904,0.041537758998005464,3641.3746344788865,0.004947857066415927,0.006467227267757702
16761.602842820565,32598.617379760737,0.14999999999999997,2108.4885772787593,0.02609049988003283,0.016892530913242148
49838.840370778846,32530.502579330987,0.05526597358020092,2214.4126867491987,0.0030690476391035267,0.0033157238920046134
33110.13536403846,32530.31029640478,0.04935121033603884,2327.0209978662247,0.0043927727308847205,0.0046650222040344625
46374.67718235214,32443.754713633356,0.09277324535680802,1840.5425917917853,0.00425165571499312,0.004251641281503987
19189.63239335861,32414.38635509702,0.04475508917933754,2396.677163102612,0.006379920442490602,0.006526876698602148
17795.325134987277,32411.983634726617,0.057972881316614336,2250.7152094204193,0.008467175963353576,0.00846587339118114
34892.317532220186,32335.105998397677,0.09940298748995888,1715.732919352323,0.005644032928019198,0.005644016352061472
15932.763403799105,32200.503427575528,0.04000000000000001,2574.74272665912,0.007769322108569677,0.007223886732437412
65559.2526692548,31924.741507399835,0.06860558503361738,2228.7761818129884,0.002857368970484594,0.003093603219083019
46247.59543928102,31924.510937406365,0.055056642903039146,2452.716242692551,0.00367060006603925,0.0038343620932625062
14503.920672985643,31833.204022908212,0.04000000000000001,2807.0963785854815,0.009029676867561464,0.008881629058842358
14044.129700879399,31831.997015380864,0.1456236530552222,2001.8099580967944,0.040573764288505065,0.040192204905077286
52336.21603298787,31831.780992781314,0.0401549800428263,4983.749396320077,0.0034030750037533255,0.0048472948486980695
45988.33714515347,31831.40912991763,0.12066370722907101,2144.5395548845413,0.006634269834913995,0.006823341875195444
10235.890778302308,31821.229760742182,0.14999999999999997,2590.3128042698045,0.07781992219328297,0.07520821734830967
33434.450755155995,31820.83902587891,0.11392402188008356,3087.0966379080114,0.019718324174963397,0.028387688424811364
206665.32989929276,31820.537571311517,0.08602516709203062,3609.23176644315,0.002704143038858391,0.0024398449679145914
192008.58204612578,31820.095613115314,0.08805313887018155,3663.7168649632795,0.002465582617653064,0.0023420214494222925
25237.571554253296,31819.7476049213,0.14999999999999997,2609.7029302587803,0.026109645879212818,0.027454945116308006
34503.89273103118,31787.8082600041,0.05449607436513126,2444.708141485224,0.004459068709564829,0.004457918471417945
32969.0871961761,31667.232131945828,0.09348526398665019,1695.5242624736723,0.005552605069514427,0.005569315341227142
15887.11667179038,31666.70590753326,0.11039584666478024,1560.5522504633843,0.012519276589230655,0.012562194589165392
29787.61672128191,31644.612327989158,0.048192716597377165,2469.5369838451043,0.004622485382155442,0.004604117380838718
45149.11933836019,31644.196387173077,0.08591984043079373,1852.294583898742,0.004070218064129911,0.004070536663195836
15827.531794938966,31616.044231601143,0.05937018562157099,2061.348555964701,0.008928858617705484,0.008927938427075302
14453.216880338578,31598.20040779248,0.07617708931177643,1901.5682521010547,0.011572909229191719,0.011572853871101466
14995.819603222051,31586.666320172557,0.0693888726603243,1893.2043924930451,0.010115521998947186,0.010115457177046035
11820.843606589066,31460.77815999456,0.04000000000014702,2408.5103256868497,0.009709810594588532,0.009183254504746477
13032.05700730528,31306.926263425423,0.12030324375636937,1388.5386117535347,0.01480104075526675,0.014801012912180158
25609.233073743188,31284.215989754302,0.04152885366653575,2394.8688280314,0.004587162845848976,0.004397704271741919
15963.087451392988,31242.626287841802,0.14999999999999997,1867.454535814947,0.023418437073437652,0.0261009833457635
158170.73635902602,31242.270924953773,0.07090744321414734,2717.3974978359965,0.0015820135731918173,0.0015893634297089014
14217.394852393609,31185.072042846685,0.14999999999999997,1735.361518281956,0.03173157939011237,0.033430343926939284
122444.08162051023,31184.774613839018,0.0669272419359446,3121.7536326563986,0.002000238298494527,0.0020628440171149816
25746.698516744,30970.05794621456,0.04943281246017802,2140.3916603175153,0.004743931789075828,0.00474674973358455
24594.31373251778,30907.6013814035,0.04369908665211158,2192.191137449426,0.004558852316275299,0.004440671005411689
100749.67526881924,30719.9803443117,0.045415239610709784,2423.7525872821534,0.0012635511020974953,0.0012596959516408617
24595.673041320155,30585.042496956754,0.046078189112766156,2203.2336679714035,0.004741370563945734,0.004791413341717258
15503.578711306385,30556.207659907384,0.04000000000000033,2332.5907407609675,0.006787578340338689,0.0070878092844582595
23731.941250043303,30433.467254797582,0.041380176396088424,2378.1623159319824,0.0046720716504852445,0.004888968736422043
