A,$x_0$,w,$\sigma$(A),$\sigma$($x_0$),$\sigma$(w)
36707.83994109939,28100.408039742866,0.09299230811426223,1220.648925272173,0.003570664871299917,0.0035706558222039658
12583.933060208115,27951.407833832385,0.052457737929019047,1326.8698857049042,0.0063916333944090175,0.006381276994216322
17552.245664429865,27693.6183495481,0.07131337973331614,1252.7090885785635,0.00587704718548604,0.0058770220499529255
18513.599031093254,27550.543366448255,0.07529860161884286,1285.5708303049212,0.006036815065492364,0.0060616114100492235
19975.644138951873,27550.18001373539,0.06713491210332495,1361.2514530303815,0.005283855082956978,0.0053034434412041415
12101.2326913887,27501.846543725158,0.06913545576481545,1394.1365687564855,0.009197024169441412,0.009196977035738655
15006.503416645206,27179.14605407101,0.058612569522691275,1721.7176471012065,0.00776460841100669,0.007765593312849464
23217.754642308097,26682.198881153727,0.07091738493580245,1098.4754337985967,0.0038743012777012428,0.0038742856397210594
27972.258571155606,26678.695862766435,0.0664012445190548,1339.8980391547063,0.0036727451375294273,0.003672735658868438
9865.549274749104,26650.794093473316,0.07447609278957772,1097.6099428785344,0.009567843612590674,0.009567809494342359
11291.676094282126,26610.135488763146,0.07563832875402116,1223.9522659942359,0.009467130738521179,0.00946709838514059
60547.399411622275,26592.950661815717,0.05824200971399973,1462.0819717336717,0.001651559514565118,0.0017431732402436143
27079.49488228915,26592.7405123082,0.045101339067797876,1649.9268644662616,0.003275930274062771,0.003396833929632025
